network_branch_id,pre_fault_S_max_mean,pre_fault_S_max_median,pre_fault_S_max_max,fault_on_S_max_max,post_clear_early_S_max_max,post_clear_late_S_max_max,ratio_to_100MVA_pre_fault_mean,ratio_to_100MVA_pre_fault_max,ratio_to_100MVA_post_clear_late_max,pre_fault_ratio_above_one_flag,pre_fault_ratio_above_two_flag,pre_fault_ratio_above_five_flag,semantic_reading
E_1_2_1,1.2608680791117386,,1.2803393436545634,2.7710217026963413,6.987993580116055,11.791206473986998,1.2608680791117386,1.2803393436545634,11.791206473986998,True,False,False,100-MVA-normalized apparent-power response index; not thermal/protection loading ratio
E_1_39_1,1.3428015640497446,,1.3498035264829416,2.5138926842125264,6.769238637917712,10.954972841397845,1.3428015640497446,1.3498035264829416,10.954972841397845,True,False,False,100-MVA-normalized apparent-power response index; not thermal/protection loading ratio
E_2_3_1,3.4224390700560803,,3.4314403587780684,3.4068915529345465,6.877781079242647,10.06930523337907,3.4224390700560803,3.4314403587780684,10.06930523337907,True,True,False,100-MVA-normalized apparent-power response index; not thermal/protection loading ratio
E_2_25_1,2.8776950966972157,,2.9359459299733004,3.0228942094415614,13.109555638035175,14.93827392032145,2.8776950966972157,2.9359459299733004,14.93827392032145,True,True,False,100-MVA-normalized apparent-power response index; not thermal/protection loading ratio
E_3_4_1,1.3273828630471118,,1.3364294764848872,1.8014370680810707,5.362404781220794,7.153937390256139,1.3273828630471118,1.3364294764848872,7.153937390256139,True,False,False,100-MVA-normalized apparent-power response index; not thermal/protection loading ratio
E_3_18_1,0.7080921884802897,,0.7342519032183082,1.5744898345245628,3.571143705100479,5.09577617335884,0.7080921884802897,0.7342519032183082,5.09577617335884,False,False,False,100-MVA-normalized apparent-power response index; not thermal/protection loading ratio
E_4_5_1,1.4948786312850493,,1.5104696477687107,2.567157049973571,4.533784098650783,8.253997318431306,1.4948786312850493,1.5104696477687107,8.253997318431306,True,False,False,100-MVA-normalized apparent-power response index; not thermal/protection loading ratio
E_4_14_1,2.8151724659407877,,2.823993579424023,2.8705883068504185,4.067186226974015,4.180075343222013,2.8151724659407877,2.823993579424023,4.180075343222013,True,True,False,100-MVA-normalized apparent-power response index; not thermal/protection loading ratio
E_5_8_1,3.1917236207094715,,3.1935134941380987,3.1898196119588977,5.529105604344632,4.9903574514469105,3.1917236207094715,3.1935134941380987,4.9903574514469105,True,True,False,100-MVA-normalized apparent-power response index; not thermal/protection loading ratio
E_6_7_1,4.295964478080642,,4.298360281161257,4.293281922332176,6.275662781673159,5.792598190791149,4.295964478080642,4.298360281161257,5.792598190791149,True,True,False,100-MVA-normalized apparent-power response index; not thermal/protection loading ratio
E_6_11_1,3.6662962480883334,,3.6676636242737275,3.6636274931877777,5.084355856444278,4.725917807401739,3.6662962480883334,3.6676636242737275,4.725917807401739,True,True,False,100-MVA-normalized apparent-power response index; not thermal/protection loading ratio
