network_branch_id,late_raw_S_mean,late_raw_S_max,late_I_mean,late_P_abs_mean,late_Q_abs_mean,delta_late_raw_S_mean,claim_boundary,late_response_rank
E_26_29_1,24.296860930232572,27.33908684644281,2.3249413210547587,3.0864634440928373,23.777768834608743,22.23875350254915,raw response only; no thermal rating applied,1
E_17_27_1,10.59847584467643,14.541722414386886,1.5867145802765792,6.295702233226202,8.34897288824643,10.118173661359942,raw response only; no thermal rating applied,2
E_25_26_1,8.589009464787594,11.425393371226962,1.223204657675664,4.642640029892633,7.162858735595039,7.927786585052303,raw response only; no thermal rating applied,3
E_26_27_1,10.64354536671735,13.159053608397096,1.4716509717492277,3.0703325820749705,9.851932059809759,7.921819061723404,raw response only; no thermal rating applied,4
E_16_17_1,10.324694635560348,14.886830887454378,1.6684075525590645,7.52809040055265,6.862504202227128,7.853647980333372,raw response only; no thermal rating applied,5
E_16_19_1,8.525401336067647,12.1736252705362,1.465177145300449,6.6845170617173695,4.780022593359229,3.320326881784717,raw response only; no thermal rating applied,6
E_28_29_1,0.38495788137022735,0.4952777989968304,0.05020722185926231,0.0013391260770728203,0.38495552566092994,-3.17065839310282,raw response only; no thermal rating applied,7
E_4_5_1,3.7867585515439206,7.682633828711882,0.6314488067086937,3.650024971516426,0.8691454907097659,2.2914342764594435,raw response only; no thermal rating applied,8
E_2_25_1,5.143186112865947,13.193968789792255,0.7883493587966754,1.7347302669007858,4.54834485275476,2.2635928403090477,raw response only; no thermal rating applied,9
E_1_39_1,3.5088646031957174,9.911474742681596,0.5739492876936563,2.683207315469906,1.9491641478599162,2.167388139399083,raw response only; no thermal rating applied,10
E_3_4_1,3.437700778532948,6.53880073244602,0.5690661490024832,1.9142419135365505,2.743814710111499,2.1116468746544905,raw response only; no thermal rating applied,11
E_1_2_1,3.2282527040934887,10.332364072117462,0.5094575951478844,2.6712633633823373,1.6836432662996341,1.9675118930775535,raw response only; no thermal rating applied,12
E_9_39_1,2.4638568268650745,6.7939107690906075,0.40567912652055926,2.1460076364597653,0.9210667186370406,1.6727980530168614,raw response only; no thermal rating applied,13
E_26_28_1,3.2133044207800427,4.082411519388468,0.4207213110930164,3.0828709131231746,0.9060793002571864,1.6693342995978566,raw response only; no thermal rating applied,14
E_13_14_1,4.397126325422577,7.151024347684988,0.7309676557947851,4.340182322649696,0.559823963581427,1.5648733323400972,raw response only; no thermal rating applied,15
E_8_9_1,2.501387943486789,6.764134930846366,0.41978403258044067,2.1407558211866515,0.9202134269398138,1.3683168555072687,raw response only; no thermal rating applied,16
E_16_21_1,4.685783188993879,7.235593280436605,0.7867217881579185,4.56396410283522,0.8337283211570526,1.3242171594514938,raw response only; no thermal rating applied,17
E_14_15_1,1.6683127784115244,4.691394963037927,0.2860861145352857,1.3986333497361523,0.7435558681293583,1.293730850566818,raw response only; no thermal rating applied,18
E_21_22_1,7.476639289763444,9.847650108739765,1.2234519460684874,7.296137204952308,1.4166017004526452,1.2347454515756882,raw response only; no thermal rating applied,19
E_23_24_1,4.5991571762372,6.360302467825999,0.7578916351674915,4.536416949410707,0.7238231593336134,1.023978038596014,raw response only; no thermal rating applied,20
E_15_16_1,2.646490223925227,5.145940826200368,0.44397908753542736,2.0227569915223644,1.4500057055215827,-0.8529136711874727,raw response only; no thermal rating applied,21
E_16_24_1,1.9080645488062076,3.1281121163869563,0.3251261746560453,1.6444218526666885,0.7921980173483346,0.7798743308816267,raw response only; no thermal rating applied,22
E_5_8_1,2.5139754142294675,4.301593934753233,0.4272608264324997,2.2089607286406556,0.8910191485343952,-0.6775510474598105,raw response only; no thermal rating applied,23
E_3_18_1,1.3841049665763723,3.882235223277884,0.23051070249075717,0.9839445773930866,0.8480691815845471,0.6753325926034792,raw response only; no thermal rating applied,24
E_17_18_1,1.792749252008088,3.675861417877958,0.29371216207759326,1.375347885923151,0.8747268566760992,-0.46533582580200084,raw response only; no thermal rating applied,25
E_6_7_1,3.834035812087943,5.28690821019301,0.6475841926644238,3.6498726407001434,1.0273207514602596,-0.46181630333110535,raw response only; no thermal rating applied,26
E_22_23_1,1.1655345834738864,1.8428725327468884,0.18831994317103792,0.3886267223577606,1.0538518091519888,0.4065030718719771,raw response only; no thermal rating applied,27
E_6_11_1,3.281795843058395,4.629758766864842,0.5510929220158715,3.2265045482636707,0.38447493433046126,-0.3846504871611156,raw response only; no thermal rating applied,28
E_4_14_1,3.1649072569954164,4.1069284863511095,0.5313408244038901,3.136918280930832,0.3260402598689602,0.34963444756755413,raw response only; no thermal rating applied,29
E_7_8_1,1.5014386046840433,3.0789425720205026,0.25708349382690693,1.3747879212010055,0.3389730228506458,-0.3467063054190642,raw response only; no thermal rating applied,30
E_2_3_1,3.6373291382607964,9.205505961184356,0.5725080808011712,2.381709404483684,2.2892118543151376,0.2162646356661262,raw response only; no thermal rating applied,31
