network_branch_id,W3_mean,W3_max,W3_min,W4_mean,W4_max,W4_min,W4_minus_W3_mean,longest_W4_high_stress_start_s,longest_W4_high_stress_end_s,longest_W4_high_stress_duration_s,relationship_to_E_26_29_1_open,classification,claim_boundary,risk_rank
E_9_39_1,3.3974463907694683,6.7814266201641535,0.7820376584941121,8.567773796007911,13.244099516863434,0.49925192173933935,5.170327405238442,13.08,13.71,0.6300000000000008,after_second_trip_window,third_line_candidate_requires_longer_run,raw P/Q-derived response only; no real loading or thermal overload claim,1
E_1_39_1,4.979942308686908,9.889586925216976,1.5357297077482157,8.495893759650986,12.50955968197466,0.18059647591847944,3.515951450964078,13.27,13.65,0.3800000000000008,after_second_trip_window,third_line_candidate_requires_longer_run,raw P/Q-derived response only; no real loading or thermal overload claim,2
E_8_9_1,3.3589205435998934,6.750484606945924,0.28125257073787613,6.778892373068761,10.581797743512556,0.3019510915391371,3.4199718294688672,13.09,13.51,0.41999999999999993,after_second_trip_window,third_line_candidate_requires_longer_run,raw P/Q-derived response only; no real loading or thermal overload claim,3
E_7_8_1,1.2364020165729674,2.6020429354172734,0.4984591626769819,3.6276207672765683,5.469972303756588,0.23690005270437176,2.391218750703601,12.81,13.44,0.629999999999999,after_second_trip_window,third_line_candidate_requires_longer_run,raw P/Q-derived response only; no real loading or thermal overload claim,4
E_1_2_1,4.872981518810234,10.310742089727011,0.9421204533678806,7.210660218652787,11.939651516053914,0.18059647591847944,2.337678699842553,19.79,19.87,0.08000000000000185,after_second_trip_window,third_line_candidate_requires_longer_run,raw P/Q-derived response only; no real loading or thermal overload claim,5
E_5_8_1,2.2896249909865953,4.312349793484349,0.9976113414432558,4.5008077608729575,6.724720822961164,0.7119513124317508,2.211182769886362,12.92,13.36,0.4399999999999995,after_second_trip_window,third_line_candidate_requires_longer_run,raw P/Q-derived response only; no real loading or thermal overload claim,6
E_3_18_1,1.569553447236187,3.868915716012739,0.200774907374299,3.5270437568423123,6.17701883259975,0.3546636431712364,1.9574903096061254,15.0,15.17,0.16999999999999993,after_second_trip_window,third_line_candidate_requires_longer_run,raw P/Q-derived response only; no real loading or thermal overload claim,7
E_17_18_1,1.8950253765099596,4.1000628545341975,0.5466085036260889,3.8272655632291044,5.866361459342287,0.814834376394268,1.9322401867191448,13.0,13.3,0.3000000000000007,after_second_trip_window,third_line_candidate_requires_longer_run,raw P/Q-derived response only; no real loading or thermal overload claim,8
E_14_15_1,1.726454948715415,4.67068695106942,0.22059856802392808,3.4945573107985406,7.227065453893501,0.2702350884752755,1.7681023620831255,15.29,15.43,0.14000000000000057,after_second_trip_window,third_line_candidate_requires_longer_run,raw P/Q-derived response only; no real loading or thermal overload claim,9
E_15_16_1,3.022608873660731,5.12606424795258,1.1651675039507976,4.315488335398286,6.525188838208395,2.4272122361803734,1.2928794617375554,15.25,15.4,0.15000000000000036,after_second_trip_window,third_line_candidate_requires_longer_run,raw P/Q-derived response only; no real loading or thermal overload claim,10
