network_branch_id,P_terminal_selected_by_score,P_response_score,P_baseline,P_post_clear_early,Q_terminal_selected_by_score,Q_response_score,Q_baseline,Q_post_clear_early,combined_raw_pq_response_score,combined_score_definition,data_quality_status
E_28_29_1,B,3.5058744356045306,-3.5407808613388356,-7.046655296943366,B,12.862013425453972,0.3188242271465492,-12.543189198307422,13.331261940070926,"descriptive sqrt(delta_P^2 + delta_Q^2) on raw P/Q changes only; not S, not MVA, not loading ratio, not overload evidence",pass
E_26_29_1,B,2.677803962749902,-1.966923953276556,-4.644727916026458,B,12.620788180688415,0.6045272776465088,-12.016260903041905,12.901741291962239,"descriptive sqrt(delta_P^2 + delta_Q^2) on raw P/Q changes only; not S, not MVA, not loading ratio, not overload evidence",pass
E_26_28_1,B,2.4552239051988414,-1.4620739455166198,-3.917297850715461,B,10.226773458481755,0.49517055089818796,-9.731602907583568,10.517367531648151,"descriptive sqrt(delta_P^2 + delta_Q^2) on raw P/Q changes only; not S, not MVA, not loading ratio, not overload evidence",pass
E_16_17_1,B,0.8899153289284458,2.45612320244062,1.5662078735121743,A,3.845525000863336,-0.2208118298381844,3.6247131710251517,3.9471523691044386,"descriptive sqrt(delta_P^2 + delta_Q^2) on raw P/Q changes only; not S, not MVA, not loading ratio, not overload evidence",pass
E_25_26_1,A,2.098719776005164,-0.5939334784945776,1.5047862975105866,B,3.224678884847605,0.2686569435348884,-2.9560219413127165,3.847489910133249,"descriptive sqrt(delta_P^2 + delta_Q^2) on raw P/Q changes only; not S, not MVA, not loading ratio, not overload evidence",pass
E_17_27_1,B,1.6972556688878115,0.229216583673838,-1.4680390852139735,A,3.1053091938823076,-0.42197350155522156,2.683335692327086,3.5388729837593496,"descriptive sqrt(delta_P^2 + delta_Q^2) on raw P/Q changes only; not S, not MVA, not loading ratio, not overload evidence",pass
E_26_27_1,B,1.4915283191702726,-2.5985214791674083,-4.090049798337681,B,2.7407403472950715,-0.6812623096772199,-3.4220026569722917,3.1203067762926784,"descriptive sqrt(delta_P^2 + delta_Q^2) on raw P/Q changes only; not S, not MVA, not loading ratio, not overload evidence",pass
E_1_39_1,A,1.255272803562019,1.068517779359196,2.323790582921215,B,1.7444121840674793,0.8148796323252876,-0.9295325517421917,2.149112300296456,"descriptive sqrt(delta_P^2 + delta_Q^2) on raw P/Q changes only; not S, not MVA, not loading ratio, not overload evidence",pass
E_16_19_1,A,0.3660026746340357,-5.109956580196224,-4.743953905562188,B,2.0786392750667133,-0.7508335112582408,-2.829472786324954,2.1106158328054727,"descriptive sqrt(delta_P^2 + delta_Q^2) on raw P/Q changes only; not S, not MVA, not loading ratio, not overload evidence",pass
E_1_2_1,B,1.3347370347379797,-1.072764387955988,-2.4075014226939677,A,1.2062588972059887,-0.041481377323577096,1.1647775198824115,1.7990507160693783,"descriptive sqrt(delta_P^2 + delta_Q^2) on raw P/Q changes only; not S, not MVA, not loading ratio, not overload evidence",pass
