network_branch_id,tli_file,total_mva_rating_value,voltage_rating_value,rating_value_origin,origin_file,origin_line_or_parameter,origin_class,generated_tli_line,voltage_rating_line,runtime_usage_locations,runtime_usage_class,runtime_usage_evidence,is_uniform_across_all_tlines,uniform_value_explanation,p_q_unit_chain_status,mva_conversion_chain_status,thermal_semantic_status,protection_semantic_status,semantic_classification,semantic_confidence,rejection_or_limitation_reason
E_1_2_1,C:\pscad_work\pnnl_39_3ibr_pscad46_strip5\PSCAD\3IBR_DFIG1_TRIAL.gf46\E_1_2_1.tli,100.0,345.0,trial_pscx_wire_user_mva_parameter_generated_to_tli_total_mva_rating,C:\pscad_work\pnnl_39_3ibr_pscad46_strip5\PSCAD\3IBR_DFIG1_TRIAL.pscx,"18749: <param name=""MVA"" value=""100.0"" />",model_xml_parameter_and_generated_tli_field_not_independently_verified_thermal_rating,21: Total MVA Rating = 100.0,20: Voltage Rating (kV L-L RMS) = 345.0,,no_runtime_thermal_or_protection_usage_found,"P3.f/P3.dta contain monitored P/Q/I output assignments and generic model text, but no discovered per-TLine Total MVA comparison, thermal time model, warning, relay, limiter, or line breaker trip action using the 100.0 MVA field. The string MVA appears only as generated data/descriptive context, not as a branch-protection calculation.",True,All 31 real TLine XML MVA parameters and generated .tli Total MVA Rating lines are 100.0; no local evidence explains identical values as independently verified per-line continuous thermal limits.,pass_for_normalized_apparent_power_index,pass_for_S_divided_by_model_total_mva_field_not_protection_grade,fail_no_independent_continuous_thermal_or_long_term_limit_evidence,fail_no_relay_warning_limiter_or_trip_usage_found,uniform_model_value_or_default_parameter,high_for_not_protection_grade_medium_for_default_origin,The strict two-class evidence threshold for verified continuous thermal rating is not met; the field is uniform at 100 MVA and unused by protection/thermal logic.
E_1_39_1,C:\pscad_work\pnnl_39_3ibr_pscad46_strip5\PSCAD\3IBR_DFIG1_TRIAL.gf46\E_1_39_1.tli,100.0,345.0,trial_pscx_wire_user_mva_parameter_generated_to_tli_total_mva_rating,C:\pscad_work\pnnl_39_3ibr_pscad46_strip5\PSCAD\3IBR_DFIG1_TRIAL.pscx,"38751: <param name=""MVA"" value=""100.0"" />",model_xml_parameter_and_generated_tli_field_not_independently_verified_thermal_rating,21: Total MVA Rating = 100.0,20: Voltage Rating (kV L-L RMS) = 345.0,,no_runtime_thermal_or_protection_usage_found,"P3.f/P3.dta contain monitored P/Q/I output assignments and generic model text, but no discovered per-TLine Total MVA comparison, thermal time model, warning, relay, limiter, or line breaker trip action using the 100.0 MVA field. The string MVA appears only as generated data/descriptive context, not as a branch-protection calculation.",True,All 31 real TLine XML MVA parameters and generated .tli Total MVA Rating lines are 100.0; no local evidence explains identical values as independently verified per-line continuous thermal limits.,pass_for_normalized_apparent_power_index,pass_for_S_divided_by_model_total_mva_field_not_protection_grade,fail_no_independent_continuous_thermal_or_long_term_limit_evidence,fail_no_relay_warning_limiter_or_trip_usage_found,uniform_model_value_or_default_parameter,high_for_not_protection_grade_medium_for_default_origin,The strict two-class evidence threshold for verified continuous thermal rating is not met; the field is uniform at 100 MVA and unused by protection/thermal logic.
E_2_3_1,C:\pscad_work\pnnl_39_3ibr_pscad46_strip5\PSCAD\3IBR_DFIG1_TRIAL.gf46\E_2_3_1.tli,100.0,345.0,trial_pscx_wire_user_mva_parameter_generated_to_tli_total_mva_rating,C:\pscad_work\pnnl_39_3ibr_pscad46_strip5\PSCAD\3IBR_DFIG1_TRIAL.pscx,"18910: <param name=""MVA"" value=""100.0"" />",model_xml_parameter_and_generated_tli_field_not_independently_verified_thermal_rating,21: Total MVA Rating = 100.0,20: Voltage Rating (kV L-L RMS) = 345.0,,no_runtime_thermal_or_protection_usage_found,"P3.f/P3.dta contain monitored P/Q/I output assignments and generic model text, but no discovered per-TLine Total MVA comparison, thermal time model, warning, relay, limiter, or line breaker trip action using the 100.0 MVA field. The string MVA appears only as generated data/descriptive context, not as a branch-protection calculation.",True,All 31 real TLine XML MVA parameters and generated .tli Total MVA Rating lines are 100.0; no local evidence explains identical values as independently verified per-line continuous thermal limits.,pass_for_normalized_apparent_power_index,pass_for_S_divided_by_model_total_mva_field_not_protection_grade,fail_no_independent_continuous_thermal_or_long_term_limit_evidence,fail_no_relay_warning_limiter_or_trip_usage_found,uniform_model_value_or_default_parameter,high_for_not_protection_grade_medium_for_default_origin,The strict two-class evidence threshold for verified continuous thermal rating is not met; the field is uniform at 100 MVA and unused by protection/thermal logic.
E_2_25_1,C:\pscad_work\pnnl_39_3ibr_pscad46_strip5\PSCAD\3IBR_DFIG1_TRIAL.gf46\E_2_25_1.tli,100.0,345.0,trial_pscx_wire_user_mva_parameter_generated_to_tli_total_mva_rating,C:\pscad_work\pnnl_39_3ibr_pscad46_strip5\PSCAD\3IBR_DFIG1_TRIAL.pscx,"22330: <param name=""MVA"" value=""100.0"" />",model_xml_parameter_and_generated_tli_field_not_independently_verified_thermal_rating,21: Total MVA Rating = 100.0,20: Voltage Rating (kV L-L RMS) = 345.0,,no_runtime_thermal_or_protection_usage_found,"P3.f/P3.dta contain monitored P/Q/I output assignments and generic model text, but no discovered per-TLine Total MVA comparison, thermal time model, warning, relay, limiter, or line breaker trip action using the 100.0 MVA field. The string MVA appears only as generated data/descriptive context, not as a branch-protection calculation.",True,All 31 real TLine XML MVA parameters and generated .tli Total MVA Rating lines are 100.0; no local evidence explains identical values as independently verified per-line continuous thermal limits.,pass_for_normalized_apparent_power_index,pass_for_S_divided_by_model_total_mva_field_not_protection_grade,fail_no_independent_continuous_thermal_or_long_term_limit_evidence,fail_no_relay_warning_limiter_or_trip_usage_found,uniform_model_value_or_default_parameter,high_for_not_protection_grade_medium_for_default_origin,The strict two-class evidence threshold for verified continuous thermal rating is not met; the field is uniform at 100 MVA and unused by protection/thermal logic.
E_3_4_1,C:\pscad_work\pnnl_39_3ibr_pscad46_strip5\PSCAD\3IBR_DFIG1_TRIAL.gf46\E_3_4_1.tli,100.0,345.0,trial_pscx_wire_user_mva_parameter_generated_to_tli_total_mva_rating,C:\pscad_work\pnnl_39_3ibr_pscad46_strip5\PSCAD\3IBR_DFIG1_TRIAL.pscx,"19071: <param name=""MVA"" value=""100.0"" />",model_xml_parameter_and_generated_tli_field_not_independently_verified_thermal_rating,21: Total MVA Rating = 100.0,20: Voltage Rating (kV L-L RMS) = 345.0,,no_runtime_thermal_or_protection_usage_found,"P3.f/P3.dta contain monitored P/Q/I output assignments and generic model text, but no discovered per-TLine Total MVA comparison, thermal time model, warning, relay, limiter, or line breaker trip action using the 100.0 MVA field. The string MVA appears only as generated data/descriptive context, not as a branch-protection calculation.",True,All 31 real TLine XML MVA parameters and generated .tli Total MVA Rating lines are 100.0; no local evidence explains identical values as independently verified per-line continuous thermal limits.,pass_for_normalized_apparent_power_index,pass_for_S_divided_by_model_total_mva_field_not_protection_grade,fail_no_independent_continuous_thermal_or_long_term_limit_evidence,fail_no_relay_warning_limiter_or_trip_usage_found,uniform_model_value_or_default_parameter,high_for_not_protection_grade_medium_for_default_origin,The strict two-class evidence threshold for verified continuous thermal rating is not met; the field is uniform at 100 MVA and unused by protection/thermal logic.
E_3_18_1,C:\pscad_work\pnnl_39_3ibr_pscad46_strip5\PSCAD\3IBR_DFIG1_TRIAL.gf46\E_3_18_1.tli,100.0,345.0,trial_pscx_wire_user_mva_parameter_generated_to_tli_total_mva_rating,C:\pscad_work\pnnl_39_3ibr_pscad46_strip5\PSCAD\3IBR_DFIG1_TRIAL.pscx,"22676: <param name=""MVA"" value=""100.0"" />",model_xml_parameter_and_generated_tli_field_not_independently_verified_thermal_rating,21: Total MVA Rating = 100.0,20: Voltage Rating (kV L-L RMS) = 345.0,,no_runtime_thermal_or_protection_usage_found,"P3.f/P3.dta contain monitored P/Q/I output assignments and generic model text, but no discovered per-TLine Total MVA comparison, thermal time model, warning, relay, limiter, or line breaker trip action using the 100.0 MVA field. The string MVA appears only as generated data/descriptive context, not as a branch-protection calculation.",True,All 31 real TLine XML MVA parameters and generated .tli Total MVA Rating lines are 100.0; no local evidence explains identical values as independently verified per-line continuous thermal limits.,pass_for_normalized_apparent_power_index,pass_for_S_divided_by_model_total_mva_field_not_protection_grade,fail_no_independent_continuous_thermal_or_long_term_limit_evidence,fail_no_relay_warning_limiter_or_trip_usage_found,uniform_model_value_or_default_parameter,high_for_not_protection_grade_medium_for_default_origin,The strict two-class evidence threshold for verified continuous thermal rating is not met; the field is uniform at 100 MVA and unused by protection/thermal logic.
E_4_5_1,C:\pscad_work\pnnl_39_3ibr_pscad46_strip5\PSCAD\3IBR_DFIG1_TRIAL.gf46\E_4_5_1.tli,100.0,345.0,trial_pscx_wire_user_mva_parameter_generated_to_tli_total_mva_rating,C:\pscad_work\pnnl_39_3ibr_pscad46_strip5\PSCAD\3IBR_DFIG1_TRIAL.pscx,"19232: <param name=""MVA"" value=""100.0"" />",model_xml_parameter_and_generated_tli_field_not_independently_verified_thermal_rating,21: Total MVA Rating = 100.0,20: Voltage Rating (kV L-L RMS) = 345.0,,no_runtime_thermal_or_protection_usage_found,"P3.f/P3.dta contain monitored P/Q/I output assignments and generic model text, but no discovered per-TLine Total MVA comparison, thermal time model, warning, relay, limiter, or line breaker trip action using the 100.0 MVA field. The string MVA appears only as generated data/descriptive context, not as a branch-protection calculation.",True,All 31 real TLine XML MVA parameters and generated .tli Total MVA Rating lines are 100.0; no local evidence explains identical values as independently verified per-line continuous thermal limits.,pass_for_normalized_apparent_power_index,pass_for_S_divided_by_model_total_mva_field_not_protection_grade,fail_no_independent_continuous_thermal_or_long_term_limit_evidence,fail_no_relay_warning_limiter_or_trip_usage_found,uniform_model_value_or_default_parameter,high_for_not_protection_grade_medium_for_default_origin,The strict two-class evidence threshold for verified continuous thermal rating is not met; the field is uniform at 100 MVA and unused by protection/thermal logic.
E_4_14_1,C:\pscad_work\pnnl_39_3ibr_pscad46_strip5\PSCAD\3IBR_DFIG1_TRIAL.gf46\E_4_14_1.tli,100.0,345.0,trial_pscx_wire_user_mva_parameter_generated_to_tli_total_mva_rating,C:\pscad_work\pnnl_39_3ibr_pscad46_strip5\PSCAD\3IBR_DFIG1_TRIAL.pscx,"21880: <param name=""MVA"" value=""100.0"" />",model_xml_parameter_and_generated_tli_field_not_independently_verified_thermal_rating,21: Total MVA Rating = 100.0,20: Voltage Rating (kV L-L RMS) = 345.0,,no_runtime_thermal_or_protection_usage_found,"P3.f/P3.dta contain monitored P/Q/I output assignments and generic model text, but no discovered per-TLine Total MVA comparison, thermal time model, warning, relay, limiter, or line breaker trip action using the 100.0 MVA field. The string MVA appears only as generated data/descriptive context, not as a branch-protection calculation.",True,All 31 real TLine XML MVA parameters and generated .tli Total MVA Rating lines are 100.0; no local evidence explains identical values as independently verified per-line continuous thermal limits.,pass_for_normalized_apparent_power_index,pass_for_S_divided_by_model_total_mva_field_not_protection_grade,fail_no_independent_continuous_thermal_or_long_term_limit_evidence,fail_no_relay_warning_limiter_or_trip_usage_found,uniform_model_value_or_default_parameter,high_for_not_protection_grade_medium_for_default_origin,The strict two-class evidence threshold for verified continuous thermal rating is not met; the field is uniform at 100 MVA and unused by protection/thermal logic.
E_5_8_1,C:\pscad_work\pnnl_39_3ibr_pscad46_strip5\PSCAD\3IBR_DFIG1_TRIAL.gf46\E_5_8_1.tli,100.0,345.0,trial_pscx_wire_user_mva_parameter_generated_to_tli_total_mva_rating,C:\pscad_work\pnnl_39_3ibr_pscad46_strip5\PSCAD\3IBR_DFIG1_TRIAL.pscx,"19393: <param name=""MVA"" value=""100.0"" />",model_xml_parameter_and_generated_tli_field_not_independently_verified_thermal_rating,21: Total MVA Rating = 100.0,20: Voltage Rating (kV L-L RMS) = 345.0,,no_runtime_thermal_or_protection_usage_found,"P3.f/P3.dta contain monitored P/Q/I output assignments and generic model text, but no discovered per-TLine Total MVA comparison, thermal time model, warning, relay, limiter, or line breaker trip action using the 100.0 MVA field. The string MVA appears only as generated data/descriptive context, not as a branch-protection calculation.",True,All 31 real TLine XML MVA parameters and generated .tli Total MVA Rating lines are 100.0; no local evidence explains identical values as independently verified per-line continuous thermal limits.,pass_for_normalized_apparent_power_index,pass_for_S_divided_by_model_total_mva_field_not_protection_grade,fail_no_independent_continuous_thermal_or_long_term_limit_evidence,fail_no_relay_warning_limiter_or_trip_usage_found,uniform_model_value_or_default_parameter,high_for_not_protection_grade_medium_for_default_origin,The strict two-class evidence threshold for verified continuous thermal rating is not met; the field is uniform at 100 MVA and unused by protection/thermal logic.
E_6_7_1,C:\pscad_work\pnnl_39_3ibr_pscad46_strip5\PSCAD\3IBR_DFIG1_TRIAL.gf46\E_6_7_1.tli,100.0,345.0,trial_pscx_wire_user_mva_parameter_generated_to_tli_total_mva_rating,C:\pscad_work\pnnl_39_3ibr_pscad46_strip5\PSCAD\3IBR_DFIG1_TRIAL.pscx,"19580: <param name=""MVA"" value=""100.0"" />",model_xml_parameter_and_generated_tli_field_not_independently_verified_thermal_rating,21: Total MVA Rating = 100.0,20: Voltage Rating (kV L-L RMS) = 345.0,,no_runtime_thermal_or_protection_usage_found,"P3.f/P3.dta contain monitored P/Q/I output assignments and generic model text, but no discovered per-TLine Total MVA comparison, thermal time model, warning, relay, limiter, or line breaker trip action using the 100.0 MVA field. The string MVA appears only as generated data/descriptive context, not as a branch-protection calculation.",True,All 31 real TLine XML MVA parameters and generated .tli Total MVA Rating lines are 100.0; no local evidence explains identical values as independently verified per-line continuous thermal limits.,pass_for_normalized_apparent_power_index,pass_for_S_divided_by_model_total_mva_field_not_protection_grade,fail_no_independent_continuous_thermal_or_long_term_limit_evidence,fail_no_relay_warning_limiter_or_trip_usage_found,uniform_model_value_or_default_parameter,high_for_not_protection_grade_medium_for_default_origin,The strict two-class evidence threshold for verified continuous thermal rating is not met; the field is uniform at 100 MVA and unused by protection/thermal logic.
