network_branch_id,current_component_id,terminal_a_node,terminal_b_node,parallel_group_id,parallel_index,current_voltage_rating,current_r,current_x,current_b_or_shunt_if_available,current_length_or_equivalent_if_available,external_source_id,external_from_bus,external_to_bus,external_circuit_id,external_base_kv,external_r,external_x,external_b_or_shunt,external_rate_a_value,external_rate_a_unit,external_rate_a_semantic,mapping_method,mapping_evidence,mapping_confidence,mapping_status,mapping_rejection_reason,rating_semantic_class,protection_grade_rating_status
E_1_2_1,1444448891,N1,N2,N1__N2,1,345.0,0.0035,0.0411,0.6987,0.0,SRC_PNNL_GITHUB_3IBR_RAW,1,2,1,345,0.0035,0.0411,0.6987,0.0,MVA,zero_unspecified_not_continuous_thermal_limit,from_to_circuit_plus_exact_r_x_b_match,"from/to/circuit=(1, 2, '1'); R/X/B current=0.0035/0.0411/0.6987 external=0.0035/0.0411/0.6987; raw line 110",high,exact_current_model_origin_mapping,"PNNL 3IBR RAW branch maps exactly, but RATE1/Rate-A is 0.0 and therefore unspecified, not a usable continuous thermal limit.",rating_semantic_unresolved,fail
E_1_39_1,1189073578,N1,N39,N1__N39,1,345.0,0.001,0.025,0.75,0.0,SRC_PNNL_GITHUB_3IBR_RAW,1,39,1,,0.001,0.025,0.75,0.0,MVA,zero_unspecified_not_continuous_thermal_limit,from_to_circuit_plus_exact_r_x_b_match,"from/to/circuit=(1, 39, '1'); R/X/B current=0.001/0.025/0.75 external=0.001/0.025/0.75; raw line 111",high,exact_current_model_origin_mapping,"PNNL 3IBR RAW branch maps exactly, but RATE1/Rate-A is 0.0 and therefore unspecified, not a usable continuous thermal limit.",rating_semantic_unresolved,fail
E_2_3_1,1020961389,N2,N3,N2__N3,1,345.0,0.0013,0.0151,0.2572,0.0,SRC_PNNL_GITHUB_3IBR_RAW,2,3,1,345,0.0013,0.0151,0.2572,0.0,MVA,zero_unspecified_not_continuous_thermal_limit,from_to_circuit_plus_exact_r_x_b_match,"from/to/circuit=(2, 3, '1'); R/X/B current=0.0013/0.0151/0.2572 external=0.0013/0.0151/0.2572; raw line 112",high,exact_current_model_origin_mapping,"PNNL 3IBR RAW branch maps exactly, but RATE1/Rate-A is 0.0 and therefore unspecified, not a usable continuous thermal limit.",rating_semantic_unresolved,fail
E_2_25_1,1519344658,N2,N25,N2__N25,1,345.0,0.007,0.0086,0.146,0.0,SRC_PNNL_GITHUB_3IBR_RAW,2,25,1,345,0.007,0.0086,0.146,0.0,MVA,zero_unspecified_not_continuous_thermal_limit,from_to_circuit_plus_exact_r_x_b_match,"from/to/circuit=(2, 25, '1'); R/X/B current=0.007/0.0086/0.146 external=0.007/0.0086/0.146; raw line 113",high,exact_current_model_origin_mapping,"PNNL 3IBR RAW branch maps exactly, but RATE1/Rate-A is 0.0 and therefore unspecified, not a usable continuous thermal limit.",rating_semantic_unresolved,fail
E_3_4_1,1162123891,N3,N4,N3__N4,1,345.0,0.0013,0.0213,0.2214,0.0,SRC_PNNL_GITHUB_3IBR_RAW,3,4,1,345,0.0013,0.0213,0.2214,0.0,MVA,zero_unspecified_not_continuous_thermal_limit,from_to_circuit_plus_exact_r_x_b_match,"from/to/circuit=(3, 4, '1'); R/X/B current=0.0013/0.0213/0.2214 external=0.0013/0.0213/0.2214; raw line 114",high,exact_current_model_origin_mapping,"PNNL 3IBR RAW branch maps exactly, but RATE1/Rate-A is 0.0 and therefore unspecified, not a usable continuous thermal limit.",rating_semantic_unresolved,fail
E_3_18_1,1471464114,N3,N18,N3__N18,1,345.0,0.0011,0.0133,0.2138,0.0,SRC_PNNL_GITHUB_3IBR_RAW,3,18,1,345,0.0011,0.0133,0.2138,0.0,MVA,zero_unspecified_not_continuous_thermal_limit,from_to_circuit_plus_exact_r_x_b_match,"from/to/circuit=(3, 18, '1'); R/X/B current=0.0011/0.0133/0.2138 external=0.0011/0.0133/0.2138; raw line 115",high,exact_current_model_origin_mapping,"PNNL 3IBR RAW branch maps exactly, but RATE1/Rate-A is 0.0 and therefore unspecified, not a usable continuous thermal limit.",rating_semantic_unresolved,fail
E_4_5_1,738636389,N4,N5,N4__N5,1,345.0,0.0008,0.0128,0.1342,0.0,SRC_PNNL_GITHUB_3IBR_RAW,4,5,1,345,0.0008,0.0128,0.1342,0.0,MVA,zero_unspecified_not_continuous_thermal_limit,from_to_circuit_plus_exact_r_x_b_match,"from/to/circuit=(4, 5, '1'); R/X/B current=0.0008/0.0128/0.1342 external=0.0008/0.0128/0.1342; raw line 116",high,exact_current_model_origin_mapping,"PNNL 3IBR RAW branch maps exactly, but RATE1/Rate-A is 0.0 and therefore unspecified, not a usable continuous thermal limit.",rating_semantic_unresolved,fail
E_4_14_1,1572482807,N4,N14,N4__N14,1,345.0,0.0008,0.0129,0.1382,0.0,SRC_PNNL_GITHUB_3IBR_RAW,4,14,1,345,0.0008,0.0129,0.1382,0.0,MVA,zero_unspecified_not_continuous_thermal_limit,from_to_circuit_plus_exact_r_x_b_match,"from/to/circuit=(4, 14, '1'); R/X/B current=0.0008/0.0129/0.1382 external=0.0008/0.0129/0.1382; raw line 117",high,exact_current_model_origin_mapping,"PNNL 3IBR RAW branch maps exactly, but RATE1/Rate-A is 0.0 and therefore unspecified, not a usable continuous thermal limit.",rating_semantic_unresolved,fail
E_5_8_1,879798877,N5,N8,N5__N8,1,345.0,0.0008,0.0112,0.1476,0.0,SRC_PNNL_GITHUB_3IBR_RAW,5,8,1,345,0.0008,0.0112,0.1476,0.0,MVA,zero_unspecified_not_continuous_thermal_limit,from_to_circuit_plus_exact_r_x_b_match,"from/to/circuit=(5, 8, '1'); R/X/B current=0.0008/0.0112/0.1476 external=0.0008/0.0112/0.1476; raw line 119",high,exact_current_model_origin_mapping,"PNNL 3IBR RAW branch maps exactly, but RATE1/Rate-A is 0.0 and therefore unspecified, not a usable continuous thermal limit.",rating_semantic_unresolved,fail
E_6_7_1,456311389,N6,N7,N6__N7,1,345.0,0.0006,0.0092,0.113,0.0,SRC_PNNL_GITHUB_3IBR_RAW,6,7,1,345,0.0006,0.0092,0.113,0.0,MVA,zero_unspecified_not_continuous_thermal_limit,from_to_circuit_plus_exact_r_x_b_match,"from/to/circuit=(6, 7, '1'); R/X/B current=0.0006/0.0092/0.113 external=0.0006/0.0092/0.113; raw line 120",high,exact_current_model_origin_mapping,"PNNL 3IBR RAW branch maps exactly, but RATE1/Rate-A is 0.0 and therefore unspecified, not a usable continuous thermal limit.",rating_semantic_unresolved,fail
